"August 27, 2015",13.45,14.50,12.60,13.50,12520000,0
"August 28, 2008",5.65,5.75,5.50,5.65,19980000,0
"August 28, 2009",3.55,3.70,3.55,3.60,3510000,0
"August 28, 2012",3.90,3.95,3.70,3.85,8100000,0
"August 28, 2013",7.75,7.75,7.45,7.50,28180000,0
"August 28, 2013",7.75,7.75,7.45,7.50,28180000,0
"August 28, 2014",12.70,12.85,12.70,12.75,1980000,0
"August 28, 2015",13.50,14.50,13.90,14.15,29190000,0
"August 29, 2008",5.65,5.70,5.25,5.50,35320000,0
"August 29, 2011",3.05,3.10,3.00,3.05,34660000,0
"August 29, 2012",3.85,3.90,3.70,3.80,611700,0
"August 29, 2013",7.50,7.80,7.45,7.65,113860000,0
"August 29, 2013",7.50,7.80,7.45,7.65,113860000,0
"August 29, 2014",12.75,13.05,12.75,12.95,13570000,0
"August 30, 2010",4.85,4.95,4.80,4.85,8890000,0
"August 30, 2011",3.05,3.05,3.00,3.00,4050000,0
"August 30, 2011",3.05,3.05,3.00,3.00,4050000,0
"August 30, 2012",3.80,3.90,3.75,3.80,774300,0
"August 30, 2013",7.65,7.80,7.60,7.65,14220000,0
"August 30, 2013",7.65,7.80,7.60,7.65,14220000,0
"August 31, 2009",3.60,3.80,3.55,3.60,6040000,0
"August 31, 2010",4.85,4.90,4.85,4.85,9890000,0
"August 31, 2012",3.80,3.90,3.75,3.80,4500000,0
"August 31, 2015",14.15,15.00,14.00,14.35,2230000,0
"December 01, 2008",3.65,3.70,3.50,3.55,2280000,0
"December 01, 2009",4.85,4.95,4.80,4.80,3530000,0
"December 01, 2010",4.50,4.60,4.50,4.55,6330000,0
"December 01, 2011",2.80,2.90,2.80,2.80,638800,0
"December 01, 2014",13.80,14.00,13.80,13.90,6080000,0
"December 02, 2008",3.55,3.55,3.20,3.35,6240000,0
"December 02, 2009",4.80,4.85,4.65,4.80,10300000,0
"December 02, 2010",4.55,4.60,4.50,4.55,13460000,0
"December 02, 2011",2.80,2.90,2.80,2.80,34960000,0
"December 02, 2013",10.80,11.00,10.55,10.85,2930000,0
"December 02, 2013",10.80,11.00,10.55,10.85,2930000,0
"December 02, 2014",13.90,14.00,13.80,13.95,8610000,0
"December 03, 2008",3.35,3.40,3.25,3.35,1130000,0
"December 03, 2009",4.80,4.85,4.70,4.70,2630000,0
"December 03, 2010",4.55,4.60,4.50,4.55,3010000,0
"December 03, 2012",4.95,5.10,4.90,5.05,17560000,0
"December 03, 2013",10.85,11.00,10.75,10.80,9110000,0
"December 03, 2013",10.85,11.00,10.75,10.80,9110000,0
"December 03, 2014",13.95,14.65,13.95,14.20,20750000,0
"December 04, 2008",3.35,3.40,3.20,3.20,5250000,0
"December 04, 2009",4.70,4.70,4.55,4.60,3970000,0
"December 04, 2012",5.05,5.10,5.00,5.05,40440000,0
"December 04, 2013",10.80,10.85,10.55,10.75,12500000,0
"December 04, 2013",10.80,10.85,10.55,10.75,12500000,0
"December 04, 2014",14.20,14.70,14.10,14.55,4820000,0
"December 05, 2008",3.20,3.40,3.20,3.30,4480000,0
"December 05, 2011",2.80,2.90,2.80,2.85,9260000,0
"December 05, 2012",5.05,5.10,5.00,5.00,10120000,0
"December 05, 2013",10.75,10.70,10.00,10.35,24090000,0
"December 05, 2013",10.75,10.70,10.00,10.35,24090000,0
"December 05, 2014",14.55,14.95,14.60,14.80,5340000,0
"December 06, 2010",4.55,4.60,4.50,4.50,13030000,0
"December 06, 2011",2.85,2.90,2.75,2.80,7390000,0
"December 06, 2012",5.00,5.05,5.00,5.00,18370000,0
"December 06, 2013",10.35,10.50,10.20,10.35,16080000,0
"December 06, 2013",10.35,10.50,10.20,10.35,16080000,0
"December 07, 2009",4.60,4.60,4.50,4.50,8390000,0
"December 07, 2010",4.50,4.65,4.50,4.55,19500000,0
"December 07, 2011",2.80,2.85,2.75,2.80,29810000,0
"December 07, 2012",5.00,5.10,5.00,5.05,25400000,0
"December 08, 2008",3.30,3.40,3.15,3.20,3540000,0
"December 08, 2009",4.50,4.70,4.45,4.50,14900000,0
"December 08, 2010",4.55,4.65,4.50,4.55,19210000,0
"December 08, 2011",2.80,2.85,2.70,2.75,3240000,0
"December 08, 2014",14.80,15.15,14.70,15.00,36780000,0
"December 09, 2008",3.20,3.30,3.20,3.25,3490000,0
"December 09, 2009",4.50,4.60,4.50,4.50,9600000,0
"December 09, 2010",4.55,4.75,4.55,4.65,11170000,0
"December 09, 2011",2.75,2.80,2.75,2.75,392200,0
"December 09, 2011",2.75,2.80,2.75,2.75,392200,0
"December 09, 2013",10.35,10.40,10.25,10.35,12760000,0
"December 09, 2013",10.35,10.40,10.25,10.35,12760000,0
"December 09, 2014",15.00,15.15,14.90,14.95,22230000,0
"December 10, 2008",3.25,3.40,3.20,3.30,4170000,0
"December 10, 2009",4.50,4.65,4.50,4.55,4510000,0
"December 10, 2010",4.65,4.75,4.60,4.70,8120000,0
"December 10, 2010",4.65,4.75,4.60,4.70,8120000,0
"December 10, 2012",5.05,5.10,5.00,5.00,9540000,0
"December 10, 2013",10.35,10.35,10.10,10.20,23970000,0
"December 10, 2013",10.35,10.35,10.10,10.20,23970000,0
"December 10, 2014",14.95,15.00,14.30,14.65,9360000,0
"December 11, 2008",3.30,3.40,3.25,3.35,2680000,0
"December 11, 2008",3.30,3.40,3.25,3.35,2680000,0
"December 11, 2009",4.55,4.55,4.40,4.50,4650000,0
"December 11, 2012",5.00,5.10,5.00,5.00,54090000,0
"December 11, 2012",5.00,5.10,5.00,5.00,54090000,0
"December 11, 2013",10.20,10.20,9.90,10.05,26980000,0
"December 11, 2013",10.20,10.20,9.90,10.05,26980000,0
"December 11, 2013",10.20,10.20,9.90,10.05,26980000,0
"December 11, 2013",10.20,10.20,9.90,10.05,26980000,0
"December 11, 2013",10.20,10.20,9.90,10.05,26980000,0
"December 11, 2013",10.20,10.20,9.90,10.05,26980000,0
"December 11, 2014",14.65,14.65,14.00,14.05,18900000,0
"December 11, 2014",14.65,14.65,14.00,14.05,18900000,0
"December 13, 2011",2.75,2.85,2.75,2.75,8180000,0
"December 13, 2012",5.00,5.10,5.00,5.05,38410000,0
"December 14, 2009",4.50,4.60,4.50,4.50,2430000,0
"December 14, 2010",4.70,4.75,4.70,4.70,7090000,0
"December 14, 2011",2.75,3.00,2.75,2.80,13720000,0
"December 14, 2012",5.05,5.10,5.00,5.05,5060000,0
"December 15, 2008",3.35,3.50,3.30,3.40,2980000,0
"December 15, 2009",4.50,4.60,4.40,4.50,6760000,0
"December 15, 2010",4.70,4.75,4.70,4.70,16280000,0
"December 15, 2011",2.80,2.85,2.75,2.75,12720000,0
"December 15, 2014",14.05,14.50,13.75,13.90,13570000,0
"December 16, 2008",3.40,3.50,3.30,3.35,6430000,0
"December 16, 2009",4.50,4.65,4.50,4.50,10780000,0
"December 16, 2010",4.70,4.75,4.70,4.70,9620000,0
